Id,zip,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households
8600000US02072,2072,ZCTA5 02072,10628,336,74688,4606
8600000US02081,2081,ZCTA5 02081,6977,280,90470,9944
8600000US02090,2090,ZCTA5 02090,5400,160,128813,17672
8600000US02093,2093,ZCTA5 02093,3904,164,99302,10205
8600000US02108,2108,ZCTA5 02108,2212,271,99187,9714
8600000US02109,2109,ZCTA5 02109,2067,185,104393,17582
8600000US02110,2110,ZCTA5 02110,1276,179,115208,38917
8600000US02111,2111,ZCTA5 02111,3267,251,50783,13858
8600000US02113,2113,ZCTA5 02113,4236,137,69398,5622
8600000US02114,2114,ZCTA5 02114,6907,323,86601,7596
8600000US02115,2115,ZCTA5 02115,9560,358,27456,4506
8600000US02116,2116,ZCTA5 02116,11023,349,93605,8018
8600000US02118,2118,ZCTA5 02118,12520,361,62208,7033
8600000US02119,2119,ZCTA5 02119,10309,317,27159,2390
8600000US02120,2120,ZCTA5 02120,4723,205,32828,5718
8600000US02121,2121,ZCTA5 02121,10120,351,26530,2861
8600000US02122,2122,ZCTA5 02122,8351,289,53576,5171
8600000US02124,2124,ZCTA5 02124,18041,451,47297,3498
8600000US02125,2125,ZCTA5 02125,12036,321,45581,3752
8600000US02126,2126,ZCTA5 02126,9667,356,44792,3835
8600000US02127,2127,ZCTA5 02127,15720,366,72472,6494
8600000US02128,2128,ZCTA5 02128,15453,291,50336,3077
8600000US02129,2129,ZCTA5 02129,8392,207,87387,9597
8600000US02130,2130,ZCTA5 02130,15596,328,78204,4584
8600000US02131,2131,ZCTA5 02131,11626,317,63876,3695
8600000US02132,2132,ZCTA5 02132,11157,322,86233,5906
8600000US02134,2134,ZCTA5 02134,7885,320,38507,4188
8600000US02135,2135,ZCTA5 02135,17394,462,46858,3126
8600000US02136,2136,ZCTA5 02136,10598,281,61101,4504
8600000US02138,2138,ZCTA5 02138,13791,468,78534,4472
8600000US02139,2139,ZCTA5 02139,14064,402,73819,4575
8600000US02140,2140,ZCTA5 02140,8453,277,75658,7598
8600000US02141,2141,ZCTA5 02141,6357,239,66701,10580
8600000US02142,2142,ZCTA5 02142,1433,167,104014,20517
8600000US02143,2143,ZCTA5 02143,11196,347,67461,4223
8600000US02144,2144,ZCTA5 02144,10735,278,79435,4705
8600000US02145,2145,ZCTA5 02145,9785,282,55774,3299
8600000US02148,2148,ZCTA5 02148,22866,577,55407,2935
8600000US02149,2149,ZCTA5 02149,15317,466,51133,3698
8600000US02150,2150,ZCTA5 02150,11852,403,48775,3851
8600000US02151,2151,ZCTA5 02151,20120,654,50881,1996
8600000US02152,2152,ZCTA5 02152,7447,319,64169,4878
8600000US02155,2155,ZCTA5 02155,22127,536,77945,2906
8600000US02163,2163,ZCTA5 02163,531,83,48646,25722
8600000US02169,2169,ZCTA5 02169,24535,508,60775,2812
8600000US02170,2170,ZCTA5 02170,7601,328,63201,3845
8600000US02171,2171,ZCTA5 02171,7507,315,72638,9827
8600000US02176,2176,ZCTA5 02176,11304,337,86409,5048
8600000US02180,2180,ZCTA5 02180,9032,219,76218,6026
8600000US02184,2184,ZCTA5 02184,13226,314,87500,5531
8600000US02186,2186,ZCTA5 02186,8995,275,113087,10160
8600000US02188,2188,ZCTA5 02188,6348,283,70414,4607
8600000US02189,2189,ZCTA5 02189,6056,227,60537,10655
8600000US02190,2190,ZCTA5 02190,6637,245,77471,4994
8600000US02191,2191,ZCTA5 02191,3518,159,67015,6690
8600000US02199,2199,ZCTA5 02199,853,120,110284,39438
8600000US02203,2203,ZCTA5 02203,0,12,-,**
8600000US02210,2210,ZCTA5 02210,1075,128,113622,16866
8600000US02215,2215,ZCTA5 02215,7607,278,36719,6480
8600000US02301,2301,ZCTA5 02301,21338,524,43694,1924
8600000US02302,2302,ZCTA5 02302,11628,334,60171,5074
8600000US02322,2322,ZCTA5 02322,1636,112,78750,10496
8600000US02324,2324,ZCTA5 02324,7772,303,88481,6713
8600000US02330,2330,ZCTA5 02330,4437,196,72804,8026
8600000US02332,2332,ZCTA5 02332,5305,178,120253,5485
8600000US02333,2333,ZCTA5 02333,4860,169,88534,7346
8600000US02338,2338,ZCTA5 02338,2903,204,69917,15869
8600000US02339,2339,ZCTA5 02339,4718,178,98750,8927
8600000US02341,2341,ZCTA5 02341,3438,123,93771,6684
8600000US02343,2343,ZCTA5 02343,4325,233,62909,7166
8600000US02346,2346,ZCTA5 02346,8347,308,75727,3863
8600000US02347,2347,ZCTA5 02347,3745,143,82418,9615
8600000US02351,2351,ZCTA5 02351,6032,199,81500,7077
8600000US02356,2356,ZCTA5 02356,4116,190,106989,11309
8600000US02357,2357,ZCTA5 02357,0,12,-,**
8600000US02359,2359,ZCTA5 02359,6248,199,89954,9209
8600000US02360,2360,ZCTA5 02360,21833,475,76925,3886
8600000US02364,2364,ZCTA5 02364,4625,173,86339,6312
8600000US02366,2366,ZCTA5 02366,0,12,-,**
8600000US02367,2367,ZCTA5 02367,987,49,94505,7170
8600000US02368,2368,ZCTA5 02368,11921,328,63325,3944
8600000US02370,2370,ZCTA5 02370,6626,267,66860,6889
8600000US02375,2375,ZCTA5 02375,3492,166,86695,8315
8600000US02379,2379,ZCTA5 02379,2315,151,81573,10006
8600000US02382,2382,ZCTA5 02382,5399,155,76494,5157
8600000US02420,2420,ZCTA5 02420,4960,181,137109,12452
8600000US02421,2421,ZCTA5 02421,6634,214,138202,10001
8600000US02445,2445,ZCTA5 02445,8641,339,95895,7370
8600000US02446,2446,ZCTA5 02446,13419,320,79289,5607
8600000US02451,2451,ZCTA5 02451,7307,322,81182,5706
8600000US02452,2452,ZCTA5 02452,5117,234,74289,5956
8600000US02453,2453,ZCTA5 02453,11449,388,67721,5605
8600000US02457,2457,ZCTA5 02457,0,12,-,**
8600000US02458,2458,ZCTA5 02458,4879,215,91672,11615
8600000US02459,2459,ZCTA5 02459,6512,257,135685,12088
8600000US02460,2460,ZCTA5 02460,3806,192,103800,11899
8600000US02461,2461,ZCTA5 02461,2678,170,131125,12365
8600000US02462,2462,ZCTA5 02462,658,74,83500,42900
8600000US02464,2464,ZCTA5 02464,1238,111,87428,11027
8600000US02465,2465,ZCTA5 02465,4263,157,131853,12994
8600000US02466,2466,ZCTA5 02466,2973,157,105106,8605
8600000US02467,2467,ZCTA5 02467,6677,309,113146,11708
8600000US02468,2468,ZCTA5 02468,1849,118,203009,30402
8600000US02472,2472,ZCTA5 02472,14465,509,86522,3331
8600000US02474,2474,ZCTA5 02474,11635,307,89466,5437
8600000US02476,2476,ZCTA5 02476,7091,241,97647,7115
8600000US02478,2478,ZCTA5 02478,9276,260,106172,6359
8600000US02481,2481,ZCTA5 02481,4740,175,177083,12265
8600000US02482,2482,ZCTA5 02482,3854,181,139811,18751
8600000US02492,2492,ZCTA5 02492,6978,193,138734,8853
8600000US02493,2493,ZCTA5 02493,3768,198,201200,24700
8600000US02494,2494,ZCTA5 02494,3558,161,112115,11054
8600000US02532,2532,ZCTA5 02532,4948,310,61325,10521
8600000US02534,2534,ZCTA5 02534,406,149,72069,60260
8600000US02535,2535,ZCTA5 02535,427,91,66875,13610
8600000US02536,2536,ZCTA5 02536,7974,340,62924,4177
8600000US02537,2537,ZCTA5 02537,2398,227,81892,12800
8600000US02538,2538,ZCTA5 02538,1254,167,58814,16959
8600000US02539,2539,ZCTA5 02539,1379,292,56911,11532
8600000US02540,2540,ZCTA5 02540,3969,224,61417,5779
8600000US02542,2542,ZCTA5 02542,311,92,45970,6046
8600000US02543,2543,ZCTA5 02543,361,95,63828,22756
8600000US02553,2553,ZCTA5 02553,103,97,42341,76041
8600000US02554,2554,ZCTA5 02554,3888,300,86766,4305
8600000US02556,2556,ZCTA5 02556,1361,213,90399,13637
8600000US02557,2557,ZCTA5 02557,1824,198,80225,24832
8600000US02558,2558,ZCTA5 02558,696,215,43900,26108
8600000US02559,2559,ZCTA5 02559,1842,168,67759,12488
8600000US02561,2561,ZCTA5 02561,205,104,88242,45280
8600000US02562,2562,ZCTA5 02562,1296,139,66579,13655
8600000US02563,2563,ZCTA5 02563,3876,285,82238,5303
8600000US02564,2564,ZCTA5 02564,79,44,83583,46809
8600000US02568,2568,ZCTA5 02568,1216,212,42727,13302
8600000US02571,2571,ZCTA5 02571,4493,347,57750,9341
8600000US02575,2575,ZCTA5 02575,942,142,73843,7437
8600000US02576,2576,ZCTA5 02576,1832,234,81120,6146
8600000US02584,2584,ZCTA5 02584,11,18,-,**
8600000US02601,2601,ZCTA5 02601,6279,385,40385,5783
8600000US02630,2630,ZCTA5 02630,902,179,61713,36621
8600000US02631,2631,ZCTA5 02631,4170,260,66389,8452
8600000US02632,2632,ZCTA5 02632,4836,315,64286,4619
8600000US02633,2633,ZCTA5 02633,1776,154,59545,16250
8600000US02635,2635,ZCTA5 02635,1441,176,68990,30501
8600000US02637,2637,ZCTA5 02637,22,31,-,**
8600000US02638,2638,ZCTA5 02638,1634,152,60625,12387
8600000US02639,2639,ZCTA5 02639,1369,160,40142,6985
8600000US02641,2641,ZCTA5 02641,125,51,132697,146639
8600000US02642,2642,ZCTA5 02642,2207,151,62091,7628
8600000US02643,2643,ZCTA5 02643,18,20,-,**
8600000US02644,2644,ZCTA5 02644,1281,153,92054,14959
8600000US02645,2645,ZCTA5 02645,4056,263,69115,5679
8600000US02646,2646,ZCTA5 02646,865,152,70096,6781
8600000US02647,2647,ZCTA5 02647,57,52,124659,149957
8600000US02648,2648,ZCTA5 02648,2692,204,71067,7921
8600000US02649,2649,ZCTA5 02649,6083,198,65768,6227
8600000US02650,2650,ZCTA5 02650,536,118,68446,8875
8600000US02651,2651,ZCTA5 02651,15,23,-,**
8600000US02652,2652,ZCTA5 02652,499,113,47039,12893
8600000US02653,2653,ZCTA5 02653,3030,198,58015,16445
8600000US02655,2655,ZCTA5 02655,1583,166,68965,10349
8600000US02657,2657,ZCTA5 02657,1737,139,41250,9898
8600000US02659,2659,ZCTA5 02659,422,96,50897,9419
8600000US02660,2660,ZCTA5 02660,3009,213,51631,6705
8600000US02663,2663,ZCTA5 02663,34,31,46429,50357
8600000US02664,2664,ZCTA5 02664,4374,275,50561,5146
8600000US02666,2666,ZCTA5 02666,388,103,61408,2913
8600000US02667,2667,ZCTA5 02667,1571,184,45547,9409
8600000US02668,2668,ZCTA5 02668,1162,181,87303,26122
8600000US02669,2669,ZCTA5 02669,93,47,103693,4745
8600000US02670,2670,ZCTA5 02670,644,102,56000,11058
8600000US02671,2671,ZCTA5 02671,437,110,42974,11856
8600000US02672,2672,ZCTA5 02672,38,38,-,**
8600000US02673,2673,ZCTA5 02673,3847,261,57094,5446
8600000US02675,2675,ZCTA5 02675,3028,212,66064,5688
8600000US02702,2702,ZCTA5 02702,1547,90,87740,13492
8600000US02703,2703,ZCTA5 02703,16619,381,65141,4767
8600000US02713,2713,ZCTA5 02713,32,18,32500,17794
8600000US02715,2715,ZCTA5 02715,1067,125,88631,21038
8600000US02717,2717,ZCTA5 02717,1546,101,87880,9440
8600000US02718,2718,ZCTA5 02718,2288,146,86023,8196
8600000US02719,2719,ZCTA5 02719,6764,253,60445,3305
8600000US02720,2720,ZCTA5 02720,13320,398,41576,3125
8600000US02721,2721,ZCTA5 02721,11000,342,30743,2830
8600000US02723,2723,ZCTA5 02723,6482,241,31255,3021
8600000US02724,2724,ZCTA5 02724,7585,335,27737,2612
8600000US02725,2725,ZCTA5 02725,964,125,61875,11735
8600000US02726,2726,ZCTA5 02726,5890,201,75657,4842
8600000US02738,2738,ZCTA5 02738,1872,124,76607,4223
8600000US02739,2739,ZCTA5 02739,2289,146,78216,7527
8600000US02740,2740,ZCTA5 02740,18072,356,35174,2461
8600000US02743,2743,ZCTA5 02743,3883,156,69180,7310
8600000US02744,2744,ZCTA5 02744,4667,209,29663,2138
8600000US02745,2745,ZCTA5 02745,10182,294,49640,2843
8600000US02746,2746,ZCTA5 02746,6051,245,25872,2274
8600000US02747,2747,ZCTA5 02747,6481,288,71674,3551
8600000US02748,2748,ZCTA5 02748,4970,262,64808,6925
8600000US02760,2760,ZCTA5 02760,9712,299,81259,3001
8600000US02762,2762,ZCTA5 02762,3391,139,78516,16231
8600000US02763,2763,ZCTA5 02763,590,109,107083,36748
8600000US02764,2764,ZCTA5 02764,1357,138,81067,13215
8600000US02766,2766,ZCTA5 02766,6290,252,80806,4542
8600000US02767,2767,ZCTA5 02767,4811,216,80019,8563
8600000US02769,2769,ZCTA5 02769,3967,203,85691,7777
8600000US02770,2770,ZCTA5 02770,1783,136,92656,14370
8600000US02771,2771,ZCTA5 02771,5094,172,74242,9705
8600000US02777,2777,ZCTA5 02777,6042,215,77434,4135
8600000US02779,2779,ZCTA5 02779,2140,153,84423,10015
8600000US02780,2780,ZCTA5 02780,19533,538,50307,1646
8600000US02790,2790,ZCTA5 02790,6175,276,81334,4655
8600000US02791,2791,ZCTA5 02791,81,57,72198,156556
8600000US02802,2802,ZCTA5 02802,463,169,47826,7728
8600000US02804,2804,ZCTA5 02804,1029,163,73393,13946
8600000US02806,2806,ZCTA5 02806,6068,166,103937,7666
8600000US02807,2807,ZCTA5 02807,418,76,90526,12831
8600000US02808,2808,ZCTA5 02808,857,152,72526,22695
8600000US02809,2809,ZCTA5 02809,8545,342,60988,4964
8600000US02812,2812,ZCTA5 02812,559,82,114803,13752
8600000US02813,2813,ZCTA5 02813,3173,179,68904,6105
8600000US02814,2814,ZCTA5 02814,2718,184,82532,3960
8600000US02815,2815,ZCTA5 02815,65,34,149583,119615
8600000US02816,2816,ZCTA5 02816,12835,350,68351,3845
8600000US02817,2817,ZCTA5 02817,2109,148,80987,9866
8600000US02818,2818,ZCTA5 02818,7352,210,86144,8179
8600000US02822,2822,ZCTA5 02822,2242,148,84142,11466
8600000US02825,2825,ZCTA5 02825,1840,137,76962,9585
8600000US02826,2826,ZCTA5 02826,342,159,35385,46094
8600000US02827,2827,ZCTA5 02827,744,72,80125,18173
8600000US02828,2828,ZCTA5 02828,2861,184,71853,5867
8600000US02830,2830,ZCTA5 02830,2725,215,62076,9627
8600000US02831,2831,ZCTA5 02831,1181,161,93869,12414
8600000US02832,2832,ZCTA5 02832,1980,192,69700,13383
8600000US02833,2833,ZCTA5 02833,263,72,76544,38773
8600000US02835,2835,ZCTA5 02835,2438,134,95833,18370
8600000US02836,2836,ZCTA5 02836,44,34,66154,104110
8600000US02837,2837,ZCTA5 02837,1571,115,74698,19467
8600000US02838,2838,ZCTA5 02838,1402,207,47500,12681
8600000US02839,2839,ZCTA5 02839,602,141,80625,38853
8600000US02840,2840,ZCTA5 02840,10662,318,61680,5423
8600000US02841,2841,ZCTA5 02841,0,12,-,**
8600000US02842,2842,ZCTA5 02842,6491,206,70037,5851
8600000US02852,2852,ZCTA5 02852,8955,254,75260,5304
8600000US02857,2857,ZCTA5 02857,3597,226,79482,9007
8600000US02858,2858,ZCTA5 02858,166,74,98269,32328
8600000US02859,2859,ZCTA5 02859,2420,187,53984,8000
8600000US02860,2860,ZCTA5 02860,17972,465,33548,1426
8600000US02861,2861,ZCTA5 02861,10210,317,52816,2751
8600000US02863,2863,ZCTA5 02863,6415,316,28842,2334
8600000US02864,2864,ZCTA5 02864,13399,269,74726,3521
8600000US02865,2865,ZCTA5 02865,6468,320,76424,6790
8600000US02871,2871,ZCTA5 02871,6860,260,77432,8289
8600000US02872,2872,ZCTA5 02872,123,98,115074,167444
8600000US02873,2873,ZCTA5 02873,81,62,72240,80817
8600000US02874,2874,ZCTA5 02874,2292,282,109722,25878
8600000US02875,2875,ZCTA5 02875,242,110,84261,12610
8600000US02876,2876,ZCTA5 02876,189,102,34688,37353
8600000US02878,2878,ZCTA5 02878,6688,224,73438,6046
8600000US02879,2879,ZCTA5 02879,8274,413,71818,4844
8600000US02881,2881,ZCTA5 02881,1232,177,76458,21004
8600000US02882,2882,ZCTA5 02882,6236,330,65619,8831
8600000US02885,2885,ZCTA5 02885,4554,197,53706,4540
8600000US02886,2886,ZCTA5 02886,12528,337,63316,2434
8600000US02888,2888,ZCTA5 02888,8643,275,55431,6576
8600000US02889,2889,ZCTA5 02889,11304,259,62929,3453
8600000US02891,2891,ZCTA5 02891,9075,309,62590,3338
8600000US02892,2892,ZCTA5 02892,1757,206,80266,20523
8600000US02893,2893,ZCTA5 02893,12848,380,50909,2562
8600000US02894,2894,ZCTA5 02894,267,124,95208,33518
8600000US02895,2895,ZCTA5 02895,16979,475,35216,2767
8600000US02896,2896,ZCTA5 02896,4333,243,79503,7223
8600000US02898,2898,ZCTA5 02898,515,131,88068,14841
8600000US02903,2903,ZCTA5 02903,4473,258,28813,5186
8600000US02904,2904,ZCTA5 02904,12466,504,40984,2799
8600000US02905,2905,ZCTA5 02905,8481,326,39844,5286
8600000US02906,2906,ZCTA5 02906,10930,391,66770,3927
8600000US02907,2907,ZCTA5 02907,8817,407,28939,2764
8600000US02908,2908,ZCTA5 02908,12345,385,42131,3310
8600000US02909,2909,ZCTA5 02909,14523,384,30439,2854
8600000US02910,2910,ZCTA5 02910,7932,302,54577,4044
8600000US02911,2911,ZCTA5 02911,6654,293,56038,4893
8600000US02912,2912,ZCTA5 02912,8,12,-,**
8600000US02914,2914,ZCTA5 02914,8913,295,45688,5968
8600000US02915,2915,ZCTA5 02915,7391,243,51948,3401
8600000US02916,2916,ZCTA5 02916,3575,165,62768,6066
8600000US02917,2917,ZCTA5 02917,4343,183,70803,7943
8600000US02919,2919,ZCTA5 02919,11715,405,57506,4701
8600000US02920,2920,ZCTA5 02920,14544,356,49766,2749
8600000US02921,2921,ZCTA5 02921,4258,218,99915,8084
8600000US03031,3031,ZCTA5 03031,3979,201,114399,12850
8600000US03032,3032,ZCTA5 03032,1830,82,106222,11763
8600000US03033,3033,ZCTA5 03033,1709,90,109006,8224
8600000US03034,3034,ZCTA5 03034,1479,85,94347,8621
8600000US03036,3036,ZCTA5 03036,1612,80,107833,16108
8600000US03037,3037,ZCTA5 03037,1527,74,87786,9143
8600000US03038,3038,ZCTA5 03038,13181,370,65157,3159
8600000US03042,3042,ZCTA5 03042,2581,156,77629,14519
8600000US03043,3043,ZCTA5 03043,610,57,87500,17080
8600000US03044,3044,ZCTA5 03044,1577,94,82566,6476
8600000US03045,3045,ZCTA5 03045,5152,313,70034,7458
8600000US03046,3046,ZCTA5 03046,1053,59,94417,8913
8600000US03047,3047,ZCTA5 03047,538,45,70833,12911
8600000US03048,3048,ZCTA5 03048,1334,69,62778,5262
8600000US03049,3049,ZCTA5 03049,2850,120,107333,11370
8600000US03051,3051,ZCTA5 03051,8763,267,84099,6416
8600000US03052,3052,ZCTA5 03052,2774,128,96429,14930
8600000US03053,3053,ZCTA5 03053,8518,226,94314,4620
8600000US03054,3054,ZCTA5 03054,9606,248,91429,4895
8600000US03055,3055,ZCTA5 03055,5965,228,64453,10183
8600000US03057,3057,ZCTA5 03057,883,79,92591,8340
8600000US03060,3060,ZCTA5 03060,11688,345,46511,2947
8600000US03062,3062,ZCTA5 03062,10493,262,84927,4237
8600000US03063,3063,ZCTA5 03063,6507,228,75458,5468
8600000US03064,3064,ZCTA5 03064,5715,173,62336,10637
8600000US03070,3070,ZCTA5 03070,1837,87,100616,8863
8600000US03071,3071,ZCTA5 03071,1840,168,81375,14791
8600000US03076,3076,ZCTA5 03076,4439,154,87359,12195
8600000US03077,3077,ZCTA5 03077,3909,145,66198,7699
8600000US03079,3079,ZCTA5 03079,11093,285,78395,4868
8600000US03082,3082,ZCTA5 03082,610,53,78542,6699
8600000US03084,3084,ZCTA5 03084,573,95,64948,18349
8600000US03086,3086,ZCTA5 03086,1475,87,71841,12957
8600000US03087,3087,ZCTA5 03087,4987,197,111982,7400
8600000US03101,3101,ZCTA5 03101,1665,147,30381,8473
8600000US03102,3102,ZCTA5 03102,13089,319,49127,2787
8600000US03103,3103,ZCTA5 03103,13921,346,51106,2864
8600000US03104,3104,ZCTA5 03104,13415,313,63577,3822
8600000US03106,3106,ZCTA5 03106,5199,240,82597,3828
8600000US03109,3109,ZCTA5 03109,4038,250,82266,9615
8600000US03110,3110,ZCTA5 03110,7188,238,123423,10337
8600000US03215,3215,ZCTA5 03215,117,35,73750,48403
8600000US03216,3216,ZCTA5 03216,841,90,66513,13000
8600000US03217,3217,ZCTA5 03217,899,112,41658,5351
8600000US03218,3218,ZCTA5 03218,330,82,86071,39428
8600000US03220,3220,ZCTA5 03220,2673,199,65352,7426
8600000US03221,3221,ZCTA5 03221,894,86,60076,5145
8600000US03222,3222,ZCTA5 03222,2234,121,50816,4397
8600000US03223,3223,ZCTA5 03223,1460,171,54367,8506
8600000US03224,3224,ZCTA5 03224,894,64,86797,5928
8600000US03225,3225,ZCTA5 03225,1494,127,65221,4688
8600000US03226,3226,ZCTA5 03226,446,61,70278,9864
8600000US03227,3227,ZCTA5 03227,479,77,60089,12248
8600000US03229,3229,ZCTA5 03229,2122,112,87545,7899
8600000US03230,3230,ZCTA5 03230,575,73,59063,7061
8600000US03231,3231,ZCTA5 03231,134,56,78553,71013
8600000US03233,3233,ZCTA5 03233,54,36,107955,44757
8600000US03234,3234,ZCTA5 03234,1816,124,71747,5771
8600000US03235,3235,ZCTA5 03235,3414,196,42831,2718
8600000US03237,3237,ZCTA5 03237,868,113,72959,10679
8600000US03238,3238,ZCTA5 03238,40,22,50833,22526
8600000US03240,3240,ZCTA5 03240,545,69,45958,4314
8600000US03241,3241,ZCTA5 03241,385,55,51875,14212
8600000US03242,3242,ZCTA5 03242,1598,145,65867,9377
8600000US03243,3243,ZCTA5 03243,445,57,60250,15563
8600000US03244,3244,ZCTA5 03244,3053,231,57604,8111
8600000US03245,3245,ZCTA5 03245,801,90,66050,15284
8600000US03246,3246,ZCTA5 03246,6918,341,49960,3522
8600000US03249,3249,ZCTA5 03249,3054,186,67440,5830
8600000US03251,3251,ZCTA5 03251,614,111,41548,10950
8600000US03253,3253,ZCTA5 03253,2823,168,56484,6292
8600000US03254,3254,ZCTA5 03254,1771,94,77007,7755
8600000US03255,3255,ZCTA5 03255,759,96,64375,14705
8600000US03256,3256,ZCTA5 03256,885,76,69292,9055
8600000US03257,3257,ZCTA5 03257,1773,158,67404,8831
8600000US03258,3258,ZCTA5 03258,989,62,76192,8139
8600000US03259,3259,ZCTA5 03259,155,41,57250,27937
8600000US03260,3260,ZCTA5 03260,303,70,75089,9671
8600000US03261,3261,ZCTA5 03261,1676,118,71379,19077
8600000US03262,3262,ZCTA5 03262,452,75,50714,5843
8600000US03263,3263,ZCTA5 03263,1525,127,48672,12868
8600000US03264,3264,ZCTA5 03264,2352,263,40269,10720
8600000US03266,3266,ZCTA5 03266,909,111,52232,8420
8600000US03268,3268,ZCTA5 03268,516,61,66833,4463
8600000US03269,3269,ZCTA5 03269,1235,72,68555,5792
8600000US03273,3273,ZCTA5 03273,138,49,59375,12869
8600000US03275,3275,ZCTA5 03275,4574,162,61600,3139
8600000US03276,3276,ZCTA5 03276,3252,160,58634,4264
8600000US03278,3278,ZCTA5 03278,1164,93,71000,9831
8600000US03279,3279,ZCTA5 03279,276,48,41923,6230
8600000US03280,3280,ZCTA5 03280,449,64,59375,11632
8600000US03281,3281,ZCTA5 03281,3126,161,88871,8516
8600000US03282,3282,ZCTA5 03282,336,45,48125,8939
8600000US03284,3284,ZCTA5 03284,398,61,75000,4504
8600000US03285,3285,ZCTA5 03285,1053,77,57284,5913
8600000US03287,3287,ZCTA5 03287,546,64,66111,12760
8600000US03290,3290,ZCTA5 03290,1792,109,84953,20694
8600000US03291,3291,ZCTA5 03291,10,14,-,**
8600000US03293,3293,ZCTA5 03293,36,19,34643,21635
8600000US03301,3301,ZCTA5 03301,13030,288,52334,2938
8600000US03303,3303,ZCTA5 03303,6148,212,59592,6058
8600000US03304,3304,ZCTA5 03304,2777,133,105266,11179
8600000US03307,3307,ZCTA5 03307,2013,139,68503,5351
8600000US03431,3431,ZCTA5 03431,10132,432,53576,4018
8600000US03440,3440,ZCTA5 03440,1045,61,63618,9215
8600000US03441,3441,ZCTA5 03441,183,78,88413,37812
